
,Text,Label
145,裏でも言ったけど、誰かさん👼とお喋りするためにしかほとんど時止め使わない 、愛の塊じゃん………………,4
146,"💕(=´∀｀)人(´∀｀=)💕
もう仕方ないよね、素敵だもん推し様たち✨  ✨",4
147,"✨ Dear マーシャ♡👸❣️💖✨

昨日のうちに🇺🇸トランプ❣️USA❣️🇺🇸
勝利を確信していただけに🐧=🌀🤪

ここまでやらかしてくるとは
 売デ… ",4
148,まーらさん、おはありです ,4
149,"今日は稼いだ ‼️
旨いもん食おう😋",4
150,"自分は子供が努力できる能力も親によると思ってる()
環境を変えれる力も親笑
とりあえず全部親 
自分は能力ないの自覚して頑張らなきゃって思ってる💪",4
151,"ポンド円
一時間足／一目雲と遅行ライン、W%R

遅行Lは、雲の中。
そもそも「26単位遅れ線」って不思議っす

「青龍」が次の躍動を伺って雲に隠れてるみたいだ（笑
遅行Lの雲抜けを待って、判断するのもアリかな？ 

%Rはトレ… ",4
152,"ヨハネーズンさん、おはありです 
今日もよろしくです💮",4
153,早速！付けました！！！ ,4
154,"恋声でアカペラ
からくりピエロ歌ってみました 💕 ",4
155,"KDさん、おはありです 
頑張りましょう！",4
156,女の子もたまにやるよ ,4
157,"フォロワーさん増えてきたので久々に把握のためにご協力お願いします🥺
初リプもお待ちしております🥰

 呼び名
 年齢)
 性別)3つは任意
 住み)
 推し
 タメOK？
 最後にひとこと ",4
158,"いまさら気づいたけれど、禁忌ヒナタの月覚醒だとモモちゃんも悪魔になってるんだね 
太陽のモモちゃんはなんでこっち見てくれないんだろ笑🧸 ",4
159,うみねこさん、おつありです ,4
160,こちらこそよろしくお願いします  ,4
161,あひるさん、おはありです ,4
162,"吾輩がみてないと思ってるだろうが…
吾輩は見･て･るぞよ ",4
163," ハイパーコア 

💛BLACK×柄コーデ🖤
▶︎SK8スカジャン
▶︎承認欲求ガァルTシャツ
▶︎STICKERバケットハット
▶︎STICKERニーハイ
▶︎SICKS BEARラバーネックレス

ストリートな雰囲気漂うコーデ… ",4
164,"それは常識の範疇の話です‼️‼️‼️‼️‼️‼️

常識を作るのが我々ディープステートです   🤟🏻🤟🏻🤟🏻 ",4
165,"ぜルフィカールいいなぁ…
来週ですか… ",4
166,"販売開始されましたーー！🤍🖤

🖤さあ、心の準備は出来ているな…？🖤

キサラ・ロレンスさんを演じさせて頂いております.*･ﾟ(*º∀º*).ﾟ･*.
他人にも自分にも厳しい女性、そして尋問が趣味…！！ ✨✨🤍ソフィアさんとのダブ… ",4
167,"メイジ9のプロ、kinoさんが記事書いてくれました 
メイジ9比較的新しめの構成なので、まだ触れてない人や大会で誰かが使ってるの見たりするけど自分でやるとよく分からない…という方にオススメです🥳🥳🥳 ",4
168,"遅れましたがハロウィンイベント
お疲れ様でした🎃💓
色違いの数すごいヽ(*´∀｀)いいな〜😆✨
ギリギリでゲンガーゲット😳‼︎これは嬉しいですね 💜おめでとうございます(*^ω^*)",4
169,"しのさんプロクオリティ❣️👏🏻✨👏🏻✨
かわいいい💗😍
あめのさんのリボンな小悪魔が好きです❤️  ↝
ひとりひとりの衣装メンバーさんに合ってて素敵💞
お菓子のパッケージにして物販で売ってほしい♡",4
170,小悪魔ちゃんですね ✨ ,4
171,"1日の締めくくりに、この映像をわざわざ見せるあたり…製作者の悪意を感じますよね〜 
チャッピーから逃げ回る時のピクミンの悲鳴…😭",4
172,"恋人さん
1番目：ちゃんみ(´⊙ω⊙`)
2番目：Ban 
3番目：ともち🐹
4番目：シャンティー
5番目：いっくん
 ",4
173,お望みやったらもちまるちゃんにもいたずらすんで〜 ,4
174,"接客で過剰なサービスは求めない。
普通（人によって違うから難しい）でいいんだけど、店員も人間だからな。

体調悪かったり、心配事あったり、イライラしたりね。

でも今日の人の言い方には 
でも怒るのも馬鹿馬鹿しいね。",4
175,"アアソッカァ、バレチャウナーコマッチャウナー
笑った  ",4
176,おめおめ👻ルムマまだぁ？ ,4
177,"ありがとうナイスたいは……。


あなたは良い子か悪い子か shindanmaker


100％悪い子でした   ",4
178,"それなあ 
またやろ  ",4
179,"女声出さんでもエエわ〜
狂っちまえ〜
ヒャッヒャッヒャッ ",4
180,"月影組合員大募集 社員になって社長を一緒に応援しませんか？ボイスや初CD発売中🥰今はPUBG練習中 皆さんのコメントが社長の力になります🥰
月影ミア
",4
181,"❤💗👑💗❤
   /¯¯\_(ツ)_/¯¯\
 ™BITCH'$™ ",4
182,"フォロワーの仲良し度
1位！仲良しすぎる：いおちゃん(*‘ω‘ *)
2位 よくRTしてくれそう：日本刀
3位 よくふぁぼって（いいね）くれそう：閻魔めろ 💜
4位 たまにリプくれる：黒狐 威成璃1⃣♡
5位 人見知り…おちつち… ",4
183,"参院予算委 
立憲民主・社民 森ゆうこ議員の質問。菅総理への就任祝いと語りかけこえー 😄",4
184,"こんシャレー 🚓

包丁とかペティナイフ使えるのカッコ良いなあ✨あ、自分はピーラーです🤣✨
今年はりんご🍎ちょっと高い気がする。",4
185,"AF1～4で好きなのは
AF1　竜騎士 
AF2　占星術師💫
AF3　赤魔導士🎀
AF4　機工士🔫
AF装備一覧見やすいのはコニーさんのぶろぐ！
",4
186,"莉犬くんサブチャンネル動画投稿今日の18時ですねありがとうございます👏🏻👏🏻⸜❤︎⸝‍
サムネ可愛いですw無理のない課金は無課金ですよね 👾",4
187,OW、人足りなければいつでも馳せ参じます 🌸ｗｗ,4
188,"Triangle

  2_yuu_8

初リプ失礼致します 💗
御検討して頂けたら嬉しいです- ̗̀ ♡  ̖́-",4
189,"UQモバイルに乗り換えたばかりなのに…
裏切り者〜   👼  ",4
190,"何を連想させたのか気になる〜 w

海苔巻きみたいに人間を巻いたやつ！
俺のヨダレでも被れるかもよ🤣🤣",4
191,おはようございます ,4
192,"日経平均が💰24000円越えた⤴︎

不透明大統領選 コロナ禍………景気は悪い
のに不思議だよねw
ほんと
『良いとこ取り＆ご都合主義』だよねwww

どーでもいいけど
流行語大賞 
どーみても『鬼滅の刃』一択☝だろ？w

とり… ",4
193,自由に羽ばたいてくれ🔥🔥🔥俺がいれば大丈夫   ,4
194,"24150s→24135
大引けでぶん投げぶん投げ^ ^
持ち越さない  ",4
195,"Triangle

  2_yuu_8

初リプ失礼致します- ̗̀ ♡  ̖́-

ご検討の程宜しくお願い致します 💗",4
196,"きもとは……。


あなたは良い子か悪い子か shindanmaker

真っ黒やんけ！ ",4
197,何回か行くの？ ,4
198,いけねぇ、つい寿司びっちの本性を出しちまったぜ ,4
199,"兔姬は……。 🐰


あなたは良い子か悪い子か shindanmaker
",4
200, 窓開けて換気とか⛄暖房費かかりそうだし凍って閉まらなくなるさ北国の場合...🌰🚬,4
201,お初の方がいる時に猫を被るなと私にお叱りになる人 ほんとにその通りで御座います申し訳ないです🙄出会った頃は大人っぽい女性の方だと思ってたけど、全然違いました🦍またリグマとかプラベで遊んでくださいな！凸りに行きますぜ😎,4
202,"モブx○○の天才,女神だなんてwwwwすごく光栄だよ🥳🤟🏻✨モブがかっこいいという言葉も初めて聞いた(めちゃ笑った)wいつかIROちゃんのモブx○○も見たいという小さな願いを秘めてるよ…… 💖",4
203,"【大井2R】砂短の狙い 

◯-◉-△

馬複🎯
3連複🎯

本日の狙いはあと3つ🔥🔥🔥🔥

大井競馬予想・砂短の狙い は
✅note【拡大版】で公開中


✅無料公開版はこちら… ",4
204,"お誕生日プレゼントに
これ買って〜👼 
↓ ↓


あ、こっちもいいなぁ..🥺❤︎
↓↓
 ",4
205,"さ～ちゃん、大丈夫だよ😊
目に見える事だけじゃない、何かを見せてくれてるはず。

もし、悪さをした人がいるなら。色々な意味で見守られているからね ふふふ",4
206,"もう帰りまーす(*˙︶˙*)ﾉﾞ

待機時間が短い中、ロングでご予約下さったO様☺︎ありがとうございます❤️
画像より実物がかわいいって♪♪
マッサージも上手いって♪♪
いっぱい褒めて頂き幸せです🥰
黒木は小悪魔で美魔女らしいです… ",4
207, のタトゥーも入れてきます✍,4
208,夢の世界いっちゃいましょ！！ ☂️🍇🍆👾🔮💜,4
209,そんな❗️😢💦ﾎﾞｸそんなに悪い 人だた思われてるの⁉️😅💦少し人外だな😢でも花ちゃん流の照れ隠しだったり❓😚なんちゃって😅💦,4
210,してやったり ,4
211,"それはもったいないです🥶🥶🥶

いうてＢランクそんな出てくれませんでしたけど😩

ノーマルスカウトも闇ですね ",4
212,約束だ…必ずだ ,4
213,"ミントさん、いってきます～(*‘ω‘ *)
お土産(夜勤の疲れ)でよければ…！ ",4
214,宜しくです v,4
215,"ゆるゆるラジオ内
ネオサイコ通信 お邪魔させていただきます!!!

今回はゆゆとお話しました😌✨
ゆゆは那雪のくだらない話でも
笑ってくれるので、、
調子に乗って話しちゃうね 

聞いて貰えたら嬉しいです◎ ",4
216,"𓊆 𝗛𝗶𝗯𝗶×𝗖𝗵𝗮𝗻 𝗥𝗼𝗼𝗺𓊇

💜┊︎ 11/5 21:00 21時

🍇┊︎スクワッド スクワッド賞金ルーム

 ┊︎1000 ×p (a)

☔┊︎代表者のみFollow.RT
         引用元いいね.RT全… ",4
217,もちろんつけますよ！推しですから ,4
218,壊れたらまた買い足せばええんや 💸(ベルならあるだなも！),4
219,"おつかれっすん😚🤍
寂しいの毎日🥺🥺🥺バレたわ、、、🙊恥ずかしみ🙊🙊🤍

ヤンキーどっかいけー(っ'-')╮=͟͟͞ ",4
220,めっちゃ群がってるけどあくさんの体力全然減ってない ,4
221,それはそれ、これはこれ… ,4
222,かつては俺も無かったけど某 のヒッツマンのTwitterを初めて見た時にとあるキャラ2人(内1人が推し)のエロ絵を描いててなんかめちゃくちゃイラッと来てそれ以来全てのそういう性的な目で見てる人を嫌悪するようになった,4
223,"ウチの近所のATCにコスプレ会場あるよ😊😊
住之江区にはあと名村造船所跡もあり、何気にコスプレの聖地となってます  ",4
224,♯Ⅳm7-5(9)って何かと思ったらⅠaug/Ⅳじゃんね。藤井風もBlackAdderコード使うんだな ,4
225,ちょっと百合なベリベリぬい  🎀 ,4
226,昨日外仕事からとんでもないミスされて詫びの電話が来たので、悪い子なので難しいなと思ってた別件の交渉を捩じ込んでみたら交渉成立… ✨やったあ～うふふ🤭,4
227,早くこれがほしい届け👌🏻🌹   ,4
228,"チーム名へらにてぃ🔪
代表者ID / Ratehera",4
229,"ディアボロ、悪魔って意味の名前に対し
天使って意味の単語をちょっと変えただけの名字っていう…ね？天使と悪魔ってワケ😇 ",4
230,"引っ越し準備をしつつ、
とあることをしてます😊💫💕
配信楽しみにしてます ",4
231,是非お願いしたい ,4
232,全部未熟だから勝てますよ ,4
233,"本当ですね🧐
また夜でもいいですけどね ",4
234," 見ちゃおう！
👼否！わたしは受験生！

葛藤しとる、、、、 ",4
235,"やはり（個人的）週末は、ダメだあwww

ﾃﾞﾘｬｰ(ノ｀Д´)ノ彡   ",4

,text,label
0,"
OH MAI loveさん 
こんにちは🎶
昨日も、麻衣さんのブログ更新がありましたね🎶

夕方から一気に気温が下がります。
夜は暖かくして、良い時間をお過ごしください🍀",5
1,お疲れ様です ,5
2,いつもハウスを応援して下さる愛知県長久手市の方よりご寄付の食品が届きました 　北海道からの美味しいものが沢山🍴　これから寒い日が続くので利用者さんのことを気遣う温かい気持ちが伝わってきます。本当にありがとうございました！！ ,5
3,可愛いね～ ,5
4,"良かったですね✨
天満屋福山店で北海道物産と観光展をしてますよ ",5
5,おはよう 🌷,5
6,そうそう、運動量は、、、どうなんだろう😅でも、毎回次の日は筋肉痛だよ💦しかも運動してすぐに飲むようにはしてる💦 私もプロテインの飲み方はテレビで見た☺️,5
7,"チョコちゃん こんにちは 
Aスタジオ、来週のゲストは磯村勇斗さんだって。やすくん、いつ出るんだろうね～。でも暫くこのワクワクを味わうのも良いよね☺️",5
8,"抱いてもらう資格ないとかポロってこぼしそうだしそこで気づくのもいいと思うのですよ(ｴｱろくろ
露骨に行為避けたり、過度な接触を避けたりまだまだ子どもなので分かりやすそう😋
しかしうちのこは優しくていい人… ",5
9,"表示速度に関しては、PageSpeed Insightsのスコアは低くなりがちですが、体感速度は別に遅くないですし、設定次第では90以上のスコアも出ます 
デザイン崩れに関しては、微妙なズレが散見する程度なので… ",5
10,"ありがとうございます 
基板ですね🎵",5
11,"前に「隠れヨッシー」と一緒に載せたコレ、数字足したら4413ですね 

許してあげます
お大事にぃ

ベイブレードバースト 4413総監督 ",5
12,"Style-3
11/7土曜日が近づいて参りました！

本日より、会場を仕込みしています！
久しぶりのLIVEイベントに
ワクワクしています！
 

楽しみです！

チケットは電話予約で受付て
おります！

Style-3… ",5
13,わぁー良いなぁーノンタン、キョトンとしてるにゃ ,5
14,誰よその女 🔪,5
15,美味しそうですね ,5
16,"25歳の副操縦士さん、いらっしゃいます 
ただ、短大か高専出て→航大か、パイロット養成コースの私大をダブり無しのストレートで出て、そのまま訓練生採用ってならないとなので、大卒から航大とかだと27歳くらいでなる人が多いのかもです。",5
17,"大丈夫だ〜 保湿クリームいっぱい塗ってテカテカ✨✨✨に‼️
お風呂から出たら「ニベアクリーム」必需品だ😭ー。",5
18,"ちろにゃんさんこんにちは👋 
カレーにおでん🍢生野菜美味しかったです😆🎵🎵現在ウォーキング中です㌍もしかしてマイナスですよね？
と日記には、欠いておこう🎵 ",5
19,"さて、今週のゲームのこたえは・・・🥁
爆弾と望遠鏡！💣🔭😀
正しく答えた皆さん、おめでとう！🥳
ゲームに爆弾を得るよ！😮 
これからもプレイしよう！
ファンキーベイ FunkyBay ",5
20,"体調整ってれば出てほしいですね💡
ここで負けたとしても回避して香港で勝つよりも自身の伝説になると思います ",5
21,自分も少し前にGETしましたよ ￥110でした…喜んでいいのか悲しむべきか😭😭,5
22,"うわー りんご🍎ずっしりですね！
食べたくなっちゃいました😊",5
23,"こんにちは 

気にしなくて大丈夫です😄

今日明日と休日でまったり中👍 ",5
24,"クラロワの裏設定公式さんより先に出してみるシリーズ

見てみたいのを選んでね ",5
25,"めちゃくちゃ嬉しい 
1回で引き当てた〜❤❤❤ ",5
26,"チケット発売されてました 

12/1.火「繁昌亭 火曜の朝席」
午前10時半開演
天満天神繁昌亭／桂おとめ、桂慶治朗、林家染太、笑福亭たま「胴乱の幸助」 ",5
27,平井吉野湯へ入浴～晴天の中、一番乗り風呂も気持ちいい💧 ♨️ ,5
28,"ss954 

蓮舫さんや、立憲・社民や共産党の皆さん

✨日本国憲法の73条４項✨を
加藤勝信官房長官、内閣法制局やスガ首相に朗読させましょう❣️ 

✨第七十三条の四✨法律の定める基準に従ひ、官吏に関する事務を掌理すること。… ",5
29,"みっちゃんのリツイートで記事読ませて頂きました🍀 
もしかしたら、爆○フラ○デーを見られてたのでは❓私も見てました✋☺️

冬場は風邪予防の為に加湿器つけていますが、認知症にも良い効果があるなんて✨私も水切らさないように引き続きつけます🙆‍♀️🎵",5
30,"
こんにちは 　
夕方から寒くなってきますので暖かくしてお過ごし下さいませね🍀",5
31,"真冬のバイクツーリングの救世主になるか？
「洗える!ヒーター内蔵ホットフェイスマスク」が届きました  ",5
32,"11/5(木)ご案内可能枠満了となりました🙇

明日11/6(金)のご案内です✨

水野あさみ🌸11:00-17:00
華澄おとは🌸11:00-19:00
の出勤予定です☺

お問い合わせお待ちしております 
",5
33,"Sayuricherさん 
こんにちは🎶
夕方から一気に気温が下がります。
夜は暖かくして、良い時間をお過ごしください🍀",5
34,家の倉庫貸しますよ 遠いけど〰️,5
35,"オアシスさん、こんにちは🍀

土曜日19時のようです💡
私もフォロワーさんのツイートで知りました(*^^*)💕
楽しみですね🎶

🔒付いててリツイートできないので、リンクをどうぞ 👍➰

",5
36,"こんにちは 
コストコによく売ってる四角いクロワッサンみたいなやつですね‼️
たまに食べます（笑）",5
37,2兆年ぶりのカラー  ,5
38,高槻で作ってますもんね ,5
39,ただいま！ ,5
40,あぁ〜、良いことあった ,5
41,なんかいきなりなりましたよね ,5
42,すぐって大変だけど、とてもうれしいと思う！うれしさが頬張った口から伝わります ,5
43,敗北者の皆さんこんにちは  ,5
44,"ぁ　間に合ってまーす☺️
夜の客引きとtacさんには
ついて行くなってのは
ジョーシキですよ？ ",5
45,"おじさんは  未成年のガキ💦だヨ‼️ (矛盾)明日  渋タと 新宿 に 行きます❗️(^_^; 🏩(平気で嘘をつくな)もしかして 会える カナ⁉️😅
マシュマロを投げ合おう
 ",5
46,"Ayuse Saraさん 
こんにちは🎶
夕方から一気に気温が下がります。
夜は暖かくして、良い時間をお過ごしください🍀",5
47,やっぱり 🐟貴重な動画ありがとうございます🎵,5
48,"こんにちは☀ 

１１月のプロゲストＤＡＹのお知らせです📢

💕菅原　千瑛プロ(連盟)💕
11/10(火)16:00〜22:00

🔥平賀　聡彦プロ(最高位戦)🔥
11/28(土)14:00〜22:00

同卓希望はスタッフまで🤗… ",5
49,"ありがとう 
早くライブですが会いたいですなぁ✨
それまでお互い元気で！！",5
50,このハリーは人生謳歌してんな ,5
51,"一発屋やでー 
オサヨは落描きで出来たキャラいる❓
わわ😍三枚も⁉️超嬉しい🎵😍🎵
引リツ自体は面倒でもないんだけど、もしや丁寧な感じが気持ち悪い(￣□￣;)!!⁉️
えー❓ポッキーやろーよー😆🎶
美濃さまとなっちゃんのポッキーゲーム見たいもんだ🎵",5
52,"数人セットでいるんだって。
いない人はいなくなるから、絶対いるんだよ ",5
53,"えっと、これは朝ご飯ですか？朝からちゃんとした料理してるのがすごいんですけども。
えっ？誰かのために作ってますよね？自分のためだけじゃないよね？はてなが、いっぱいになってしまった  本つゆ様は関西人だったのですね✨あっしも頼りに頼りまくってます",5
54,良かったですね🎵いつもありがとうございます ,5
55,俺のデカマラもしゃぶらせたいっす ,5
56,"可愛い(⁎˃ᴗ˂⁎)♡
明日の朝聴きます ",5
57,"講習終わったぜ 眠い

帰ろっと",5
58,ぼけぇーーー 😀って頭を休める時間も必要だょねぇ❣️🙆‍♀️,5
59,"陽太さん✨こんにちは 
ありがとうございます〜🥰",5
60,"博美さん✨

こんにちは👋 

今日も朝から良いお天気になりましたね～🌞
用事を済ませてから出掛けて
先ほど帰ってきました～😊
ちょっと寄り道してきたけど
…😅今日も体に気を付けてがんばです👊😆🎵宜しくお願い… ",5
61,"そうなんですね。私がいちばん牛すじを食べたのは東京時代なので（30−40代の勤労年代だったからだと思いますけど）、気づきませんでした  
あれなあ、土手焼きにしてもうまいんやでー。",5
62,店頭はすぐ売り切れるから通販がおすすめ ,5
63,リッチマン（ウーマン？　さすがです　 ,5
64,おはよう御座います 唐揚げタクサンタベテクダサイ🍖,5
65,え？緊急メンテ 聞いてないよ〜 ,5
66,山崎さん、これです  ,5
67,"拾って貰えたの嬉しい 
炭治郎も交換のタマも無いから諦めマース笑",5
68,"ネコ吉さんは
ネム吉さんになってたね ",5
69,コントレイルJC出場決定☺️デアリングタクトと無敗三冠同士の対決、無敗がなくなるかも知れない戦い…悲しいけど頑張って欲しい🥰娘がカワイイって大好きなコントレイル頑張れ🚩 🚩ママとしては、そこにアーモンドアイもみてみたい😄… ,5
70, | ORICON NEWS ,5
71,抜歯したら大丈夫だよ(*^^*)私眉間かじられて縫ったけど抜歯してすく顔洗ったけどしみんなかった、まぁ病院の先生に聞いてからだね ,5
72,"今日は

ちえちゃんと皆んなの

幸せな人生送れるよう

願う一日にしよう ",5
73,"黒珊瑚さん、こんにちは 
ありがとうございます♪",5
74,"本日の合同走行会、いろいろありましたが無事終了いたしました。
自宅に帰るまでが走行会です。参加された皆さん気を付けてお帰りください  ",5
75,"アイコン変えました  
久しぶりのお絵描き楽しかったです😊😊 ",5
76,トーヤつよwww2体厳選しよ どこつか,5
77,"え～🎵凄いです🐰
ハラミちゃんからのいいね👍️
良かったですねぇ😉👌

きっとハラミちゃんも嬉しい気持ちになってると思います 🍗🍗

引き続き🎹練習頑張りましょう✨🙆

おいっちに⤴️✨",5
78,エレナさん、お疲れ様～ メッセありがとうねぇ～😀エレナさんが撮る画像は、どれも素敵だよ～😍エレナさん体調管理しっかりして、マイペースでファイトだよ～😘😙,5
79,"そうですそうです 
材料は先日買ってきてて、重い腰を今日ようやく上げて着手し始めました😂
ちょっとずつ削りましたが何だかんだで0.5は削った気がする…🤔
本来の用途から、イタズラ防止も兼ねて固めに作ってあるんでしょうね👀",5
80,伊津野さん、小尾さん、リスナーの皆様、今週もよろしくお願いします bayline,5
81,髪の毛サラサラ　こんにちは👋 ,5
82,"うたさんこんにちは 

インターン合格おめでとうございます！！

面接やESなどで悩んでいることありませんか？",5
83,"こんにちは 
お疲れ様です🍵",5
84,"こんにちは～ 
なごみさんが以前２人分残して……というツイをしたのを覚えていたので、うちもそうしようかそれとも次回にしようか悩んでいたのですが、干した布団を取り込みむ時決心がつきました。もうこんな重いの無… ",5
85,なっちゃんの浴衣いいですね ,5
86,"そうですね‼︎話どんな先生かな？と不安です😢
本人次第と言われると、誰か教えてー‼︎ってよけいに不安になりますよね💦
ありがとうございます‼︎相談できる場所は大事ですよね ",5
87,"
ゆきか様、こんにちは 
夕方から寒くなりますので暖かくしてお過ごし下さいませね🍀",5
88,"西中さん、こんにちは 
後々、絶対に差が出てきますよね😆

本当に、若く生きていきたいです🎵",5
89,"ありがとうございました😊✨
食べられるうちに食べないと❗️と物心つくころからよく食べてました💦
ここ数年で着実に食が細くなってきているので、無理せずほどほどにします ",5
90,"東証、午前終値は2万3929円 一時2万4千円台を回復  

ええニュースや ",5
91,"今日は半休でした。 

管理職会議で言われたのが。患者数増やせって事。

コロナでやはり減ってるらしい。
でもこれ行かなくてみ生活できてるって事ですよね💧

いかに普段ちょっとした事で受診しているかがよく分かります。",5
92,"相互フォローでフォロワー増しましょ 
✅フォロー済みの人もRTします！
✅お願い
・このアカウントをフォロー
・このツイートをRT
✅御礼
固定RT 
フォロバ
✅
今日の積み上げ プログラミング初心者
駆け出しエンジニアと繋がりたい
16:10",5
93,"ちゃんこさん 
こんにちは🎶
昨日も、麻衣さんのブログ更新がありましたね🎶

夕方から一気に気温が下がります。
夜は暖かくして、良い時間をお過ごしください🍀",5
94,"こんにちは👋 
お疲れ様です
水、めちゃめちゃきれいですね",5
95,実は誕生日でぇぇす👊  ,5
96,みんなパネル出来上がってきて嬉しい 最近撮った子はもう少し待っててねｯ❤,5
97,"違う世界！✨
良い響きです😌

私もメンタル鍛えて割り切り損切り出来るように精進いたしますっ！👍 ",5
98,"ドンさん
ありがとうございます 

疲れますね

カステラ米で
栄養補給して来ます👍",5
99,"ユウさん こんにちは✨ ❗
お疲れありがとうございます！🙇",5
100,有難うございます ✨,5
101,絵的にはヒール👠で踏むのがいいだろうけど、どっちでもいいや ,5
102,"
ARASHI 
PartyStarters 
Whenever You Call / Turning Up/IN THE SUMMER / Miles away / Do you…？
💙💚💜❤️💛
📣 応援しています💙",5
103,店長！いつもありがとうございます ,5
104,"ありがとうございます🥰
また頑張ります ",5
105,"ひかさん
こんにちはー ",5
106,"スリムなシルエットがお洒落なピアス❤️BASEで販売中 
6日まで5%off❗️
下記のクーポンコードを入力してください。 shop th120x2 

ピアス パーティー… ",5
107,"おっ‼️楽しんでおいでよねー🎵

また、どんなんやったか
ご飯食べながらでも教えて 💡",5
108,"takaboさん 
こんにちは🎶
昨日も、麻衣さんのブログ更新がありましたね🎶

夕方から一気に気温が下がります。
夜は暖かくして、良い時間をお過ごしください🍀",5
109,"思わぬ形での決着😅
コロナ対策の事をすっかり忘れてて満席を想像してたのですが、50%しか埋まらないなら前も見やすくて快適かもしれないですね！！✨✨
２人分の価値ありかもですよ ",5
110,"わおわお。こんにちは ✨
猫ちゃんですぞ 委員長んちの🤲✨",5
111,"美化しすぎるとそうなるのかな？
嫌な部分は人を傷付けたり、犯罪じゃなければ、嫌いにはならないよ。
皆、嫌な部分はあるよね ",5
112,"なるさん、こんにちは✨ ❗
紫いものいももちって食べた事ないですが、美味しそうですね😋🍴
いきなり団子もたまに販売に来てるのを見た事ありますが食べた事ないです😅
両方とも九州の辺りのものなんでしょうか・・
お… ",5
113,"KEIさん、こんにちは✨ ❗

用事が終わって、一段落ついたところです💦

いいなぁ～✨✨(*´▽｀*)

さざ波の音、聴いてるだけで、落ち着くよね✨",5
114,かまちょ仕掛けていいなら ,5
115,ログアウトできないのでお恥ずかしいですが諦めてで戻ります~~~😅RT多くなるし回想はもう一つの方でしますが、、アハハ恥ずかしすぎる   ,5
116,"わかる 
そういうもんだよね😋",5
117,"リンゴちゃん ありがとう 
ホントだよ見学。。😏😁
期間後半、変な時間にしたから 皆さんが全てお買い上げになったあとだと思うよ🤣🤣
とりま キョロついてくるね😉",5
118,"『大頭脳』も大好きですね😄😊
あの映画はほぼ『ルパン三世』でしたしね😄 ",5
119,わくわく 💕,5
120,"私は知ってたけど食後に飲んでるよw
食後でも大丈夫って言われたよ 
食前に飲むのが一番なんだろうけど😵",5
121,ありがとうございます☀️ ❗モンプチナチュラルキッス、むしゃむしゃ食べてました🤭💞,5
122,"もうだいぶ揃ってきたのにピンポイントでこんな出してくれるのすごいwww
ﾏﾚもｴｽも嬉しい ",5
123,お疲れさまです 頑張ってください！！！たくさん出してたくさんご飯食べてくださいね☺️,5
124,"肉塊×3を消すほどのブラックホール胃袋ではござらぬ〜   
まあ確かにどうせ食べられるなら見事な食べ方したいですよね😩",5
125,"静岡県函南町【長光寺】🐱
ハローワークの帰り道にお参りさせて頂きました。
🔷以前😹のヒゲの描き忘れがありましたので、ヒゲを描き足して頂きました。
🔷お弟子様の「孔雀」の御朱印
🔷ご住職は「大きなお地蔵様」を描いて下さりました。 … ",5
126,おはようございます ,5
127,"Mikaさん　こんにちは👋 
今回もシール欲しいです😄　
よろしくお願いします😄",5
128,"こんにちは 🤚🏻
ハピピランドフルルガーデン八千代店です‼️

最近、朝晩は、冷え込むね💦
風邪ひかないように、抱きしめてあげるよ\(//∇//)\なんちゃって😁‼️

お店に来てくれたら、嬉しいな‼️‼️

ハピピランド… ",5
129,建値入れて家族のお迎えいこう～ ,5
130,Amazon もGoogle も、確かにモノに投資するがヒトにもメッチャ投資すんで ,5
131,ありがとうございます！ ,5
132,山崎さん、プランターで時価栽培して見て  ,5
133,うわーっ、たまらん！  ,5
134,こんにちは ロング配信お疲れ様✨✨✨これからもよろしくね^ ^,5
135,"【ヴァイスシュヴァルツ】
こんにちは 
神秘的な光景　蒼などサマポケ旧弾のカード入荷しました✨
ショーケースandストレージに展開しておりますのでお探しの方は是非👍 ",5
136,声はイケボで身体はムキムキ、まるで岡元j…変身者はいないんですけどね 笑,5
137,楽しみにしてます ,5
138,そうやね🤗航くん久しぶりすぎて何話すか悩むわ😱また同じ質問しようかな ,5
139,早よお～～～😆今日はいい天気ですね、 ,5
140,当たったらいいね ,5
141,"16時 と気がついてInterFMに繋げたら。
happyhourでマサヒロさん！
とか言うから吉村さんが復活したのかと思った通り😅",5
142,"ごんさん
こんにちは👋 

不調続いてるみたいですね😞🥺",5
143,素敵な師匠がいると僕も頑張るぞ！！！ってなるのでお勧めです ,5
144,"ちゃちゃさん
お仕事お疲れ様でした🎵
気をつけて帰ってね ",5
145,よろしくお願いします ,5
146,しかし別に大罪人でも私は主人公チーム入ってくれて構わん派だけどなぁ。今の時代にそれはよろしくないんだろ。こうなってくると自分で書くしかない。載せられる場所が無くなってもローカルで書けば幾らでも読める。妄想出来るとか文章書けるって素晴らしいね。これだけでも生きてて良かったわ ,5
147,"yumeちゃん、おめでとう㊗️
やっと来たね 

嬉しいね😊
バンザーイバンザーイ٩(^‿^)۶",5
148,懐かしい よくそこで「淡麗」買いましたわ🍺,5
149,"ステーキ　でランチ　美味しそう😋
元気　出ちゃう ",5
150,"よもぎさんこんにちは 

就活は順調でしょうか？

もしよければ模擬面接のLINEオープンチャット作ったのでご参加下さい！",5
151,MentaiAIMさん、ありがとうございます ,5
