num,feature
144,"結局 ① 人 で 行動 し てる 時間 多い よ ね 😂 終わっ て 、 ホテル で きゃー きゃー 話 する の が 楽しん よ ね ✨✨ モン バス ゎ 地元 ？ や から 分かる けど やっ て なかっ た と 思う よ ？ ラッシュ やっ て た ん ？ ！ ？ ！ 😳😳 お 互い が 気 を 使っ て や っ … 
"
107,"遊び に 行き まし た よ 😊 シャワー 行こう と し たら 迷子 に なり まし た w 
"
2203,"ふじ 鯉 さん 、 コイホー 🎏🎈 お 待た せ し まし た 💦👏 昨夜 は 遠藤 君 の 力投 、 お 見事 でし た ね ⚾ ️👏 ほんと な ん だ かん だ 言わ れ ながら も 後半 は 素晴らしい ピッチング し て 遠藤 君 も 5 勝 目 達成 し 良かっ た です ね ⭐ ️ 今夜 は 薮 ちゃん に 期待 し て ます 🙌🎵 
"
124,"その 言い 方 可愛い 😚 w から ん ちゃん で よき ？ 🤔 ご飯 作る の めんど くさい よ ね 😭😭 作ら ない で 美味しい ご飯 だけ 食べ たい 😝 
"
151,"MentaiAIM さん 、 ありがとう ござい ます 😃 
"
312,"この 度 は 『 ツムラ 公式 Twitter 開設 記念 👏 プレゼント キャンペーン 』 へ の ご 応募 ありがとう ござい ます 。 残念 ながら 今回 は 落選 と なり まし た … 😢 11 月 9 日 ( 月 ) まで 毎日 応募 でき ます の で 、 また の ご 応募 を お 待ち し て … 
"
321,"作り まし た よ 😋 おかず と ご飯 一緒 に 食べれる から イイ です ね 〜✨ マル は ジーっと 見 て まし た （ 笑 
"
101,"お 手柔らか に 😂 w コロナ の 影響 で 、 年末 は 忙しい の は 少 ん マシ に は なら ない です か ね 🙄💦 クリスマス の ケーキ いっぱい 売り出さ れる だろ な 😄 ハロウィン は 、 娘 に い ない ない ばぁ の うー たん コスプレ さ せ まし た 😀 庭 … 
"
270,"あ〜 … やっぱり … 😢 
"
627,"先物 ショート で ヘッジ と か やっ て た 自分 が アホ に 見える 位 、 日経 の 圧倒 的 強 さ 。 今 まで ヘッジ で 助かっ た 事 無い から もう 2 度 と やり ませ ん 😆 本日 収支 + 41 万 円 。 ア サックス の 中止 は 場中 に 発表 あっ て よかっ た ね 。 引け 後 だっ たら 空売り 組 は 即死 でし た 。 
"
77,"虎 てめぇ に 関し て は 容赦 し ねぇ 😡😡😡 
"
639,"タオル で ぬいぐるみ が 作れる なんて 凄い 💪🤗😇 
"
281,"お 値段 😳😳 
"
279,"ウルガモス ちゃん 家 に いる じゃん ！ 😁 ✨ 
"
788,"看護 師 って 大変 な 世界 な ん です ね 。 命 を 扱う プレッシャー の かかる 現場 で 働い て いる の も 大変 な の に 、 人間 関係 まで 😱 看護 師 さん に これ から もっと 感謝 し ます 。 
"
601,"リクエスト を 聞か れ た の で 揚げ物 って 言っ たら 豚カツ と 魚 の 竜田 揚げ でし た 😋 お 疲れ 様 でし たー ！ 
"
187,"ポケマス 君 さぁ ？ タマゴ イベント 延長 し た の に 新た な タマゴ イベント やる って 正気 です か ？ ？ ちなみ に いまだ の こおり & amp ; かくとう の いろ ちがい 0 な ん です けど 😡😡😡 詫び コルニ EX は よ 
"
195,"ぶろ すた は ？ 😡😡😡 
"
106,"羽 なし の お 写真 を 撮り 終え て ホーム に い たら 10 枚 羽 の 可愛い リトル ちゃん に 書庫 と 草原 に 連れ てか れる ニ キ ☺ ️ ハート 贈る ため に ロウソク を 一生 懸命 集め て くださっ て い た の を 知っ て … ﾀﾋ 😇 リトル ちゃん 眠く て お 別れ する の 嫌 がっ て た の で そっと ハグ と … 
"
28,"本当 です ね 😊 ふる 君 が 一緒 じゃ ない の に お む 君 関連 の ツイート も ちゃんと 見 て くれ てる ん です ね 💙 
"
426,"載っ てる 〜！！☺ ️ ✨✨✨ ほんと に … ある ん だ なぁ … 😇 
"
265,"ありがとう ござい ます 😊 突然 で 驚き まし た が 、 とりあえず 良かっ た です 👍 
"
561,"もし か し て Amazon プライム て 長女 ちゃん が 繋げ て 欲しい で 勝手 に 注文 し た から な 😅 よく 調べ て みよう アナログ 世代 の 私 に は 理解 不能 ところ ある けど 画面 の 色合い が … 気 に なる … これ だけ 差 が ある か ？ 
"
287,"これ は 驚き 、 しかも 人 へ 感染 する なんて 😱 で も 、 もう リアル ファー の 時代 じゃ ない … 
"
530,"🐰 ← お 揃い っ ち です ね ( * ˊ꒳ˋ * ) 普段 は 寂しい の を 隠し て 生き てる の で せめて Twitter で は かま ちょ 欲しく なり ます 😢😢 
"
478,"ひ ぷ こ さん 初めまして ！ フォロー ありがとう ござい ます ✨ 挨拶 が 遅く なっ て しまい 申し訳 あり ませ ん 😫 ギャラ の 話 すごく よく 分かり ます 〜 ！ お 互い が 納得 出来れ ば 別 です けど 、 相手 の 一方 的 な 都合 で 値切ら れ たり する と 気 … 
"
390,"あれ から 音 沙汰 ない ね ー 😇 生 で 観れる 日 は いつ な の か 😭😭 もう すぐ シー グリ も ファイナル も くる はず ！ ！ 笑 笑 
"
593,"なん か たぶん ポッポ より 苦手 😅😅 
"
327,"うわー ー ー しまっ た 〜 💦 カチャカチャ が コンビニ 前 で バレ た あぁ 別 に いい や 、 思わ ず 周り ｷｮﾛ ( * ﾟﾛﾟ * 三 * ﾟﾛﾟ * ) ｷｮﾛ し て もた ε - ( ´ ー `*) ﾌｩ ったく ( ⑉ ･ ̆ н ･ ̆⑉ ) ロス カ な ん だ から 〜 
"
299,"毛布 だ ーーーーーーーーーーーーーーーーーーーー ！ ！ ！ ！ 着る 毛布 ！ ！ ！ ！ ！ ！ ！ ！ しっかり 暖かい の に 軽い ！ ！ ！ ！ 1 ・ 2 枚 目 … M 着 3 ・ 4 枚 目 … L 着 写真 じゃ わかり にくい と 思う の で ちょっと アルマジ 来 たら いい ん じゃ ない か な 😤 
"
248,"義父 ってぇ 😫 
"
208,"りょう さん ファイト です 😭 ✊‼ ️ 
"
34,"ひこう カップ は この 子 達 と 心中 する 🤣 砂 勿体 ない の と 、 テンプレパ が 嫌 な の で エ アームド も エモンガ も プテラ も 使わ ない 💪 (`･ ω ･´ 💪 ) 勝て ない けど 善戦 し て くれる この 子 で 困惑 さ せ たい なぁ 😝 
"
187,"こんにちわ ☺ ️ ありがとう ござい ます 😀 お 兄 の 痛み は 、 かなり 落ち着い て き まし た 😀 ⚽ そう です よ ね 😅💦 元気 だ けど … 無理 は 禁物 です ね 😁 明日 、 レントゲン を 撮る の で … 経過 を 確認 し て き ます 🤗 
"
331,"うんこ か 〜 😆 
"
387,"お 疲れ 様 です 🍁 夜 は 寒く なり そう な の で 、 暖かく し て 頑張っ て 下さい 😆 
"
2125,"お 昼 くらい に 起き た 彼氏 と 大 喧嘩 し て 、 別れ話 を する ため に 家 に 行っ て 、 3 時間 くらい 話し合い し て 、 仲直り し まし た 🙆 ‍♀ ️ 嫌 な ところ 、 頑張っ て 直す らしい です が 難し そう です 🥺💦 
"
241,"ありがとう ござい ます 😂😂 頑張り ます 😋 
"
1599,"すごい 大切 に する じゃん 😂💦 転売 ヤー から し たら 格好 の 餌食 だ よ ね ♪ 
"
320,"久し ぶり に ひやあ お ツイート し たい 😳 
"
501,"あ 、 なん か すみ ませ ん 💦 いま 間違え て 犬 アカ から 返信 し ちゃい まし た 💦 ごめん なさい 。 ドラマ の 中 の セリフ で 1 クール に 名前 2 回 も 使わ れる って すごい こと よ ね 😆 
"
131,"ありがとう ござい ます ！ 😃 
"
148,"懐かしい 😃 よく そこ で 「 淡麗 」 買い まし た わ 🍺 
"
251,"ﾔﾀﾞﾔﾀﾞｰ 🥺 擬態 し て 逃げる な の だ ー 😤 ➰ 🍀 
"
1004,"言葉 じゃ 上手く 説明 でき ない ん だ けど 、 ぐるぐる 回さ なく て も ちょいと 右 に クイッ クイッ て 繰り返す だけ で いい の よ （ 説明 下手 すぎ だ な 🤣 ） さっさと 終わら せ て しまい たい から ほぼ 自力 で やっ てる 💪💦 昨日 は 小 っ さい けど タ … 
"
225,"がんばろ 😃 。 １人 じゃ ない よ 。 ゆっくり 休ん で ください ね 😃 。 
"
275,"🤣🤣🤣 かなり 過去 から の お 手紙 的 な ？ 🤣 てっきり 、 ゾンビ な の か と 思っ た わ 😇🤣 
"
822,"歌わ ない と 、 勿体 ない 才能 だ もん ね ！ あの 声 は ギフト 🎁 ず っ ずさん 😎 、 ホント 風 くん 🍃 の 為 に 里庄 町 まで 行っ て 、 オト ン 説得 し て くれ て ！ ありがとう ♪ 生き てる 内 に 、 生 風 くん 観 なきゃ 死ね ない よぉ 〜 😇 
"
104,"ほんま に 美人 姉妹 や ね 😆💕 
"
1773,"提督 「 … … 天龍 ちゃん は 、 こう いう 時 しか 、 甘え させ て くれ ん から … … 」 天龍 「 悪かっ た な 無 愛想 で 💦 … … じゃあ ついで に 、 なん か やっ て 欲しい 事 あっ たら 聞い て やる よ 」 提督 「 … … … … おっぱい 見せ て … … 」 天龍 「 そんな 事 で いい の か ？ 」 提督 「 … … そんな 事 て … いい の か よ … … 」 
"
635,"■ 過激 な ダイエット は リバウンド へ と まっしぐら すぐ に 体重 は 減る けど 頑張っ た 後 の 反動 が すごい ん です 😱 その 食 生活 を 生涯 続け られる なら リバウンド し なく て も 済む けど ・ ストレス 溜まる ・ 不 健康 に なる 体 を 壊す 原因 に なる 😭 長い 目 で み て 健康 で リバウンド し にくい 体質 を 目指そう 🙌 
"
25,"髪の毛 が 変身 し まし た 😈😈 直接 見 に 来 て ください 😈 
"
770,"アンケート 第 4 弾 ！ ！ 今回 は 今 まで と は 違う 感じ ( * ´ 罒 `*)♥ ﾆﾋﾋ みんな が 好き な 表情 は どれ です か ？ みんな の 推し の 表情 だっ たり で ！ ( 画像 は 参考 まで に … です ) 自分 は 「 かああ 」 好き な の で 1 番 です か ね 🤔 ( 画像 は かああ じゃ ない … 
"
448,"え 。 知り合い です か ？ ((((; ﾟ ; Д ; ﾟ ;)))) ｶﾀｶﾀｶﾀｶﾀｶﾀｶﾀｶﾀ この 界隈 で 俺 の 事 ひろき って 言う 人 ない から びっくり し まし た 😅💦 
"
263,"おとなび またまた お めでとう 🎉 ✨ 😆 ✨ 🎊 
"
573,"パーカー の 中 に 入っ て た 😇 
"
708,"帰っ て 早く て エペ やら なきゃ 😃 楽しみ だ 🎵 
"
142,"この わん ちゃん の 笑顔 ☺ ️ 百 点 満点 です 😍 
"
299,"わぁ 、 美味し そう 。 かしわ 天 大好き 💕 食べ たく なっ ちゃっ た 😋 
"
702,"戦争 に なる ん じゃ ない の 😱 
"
1969,"勢い 勝負 でつ 💦😆😆😆 
"
148,"やん き ー くん 
"
440,"朝 から プリウス を 引き上げ に 行っ て い た の で 、 今頃 の 呟き です 。 これ より 、 リア ゲート 、 リア バンパー 、 バック パネル 交換 作業 です 。 陽気 も 良い の で 、 ヤリ 気 も 出 て 楽しみ な 作業 です 😊 です が 、 早速 、 負傷 し まし た 🩸😫 自動 車 鈑金 塗装 
"
90,"タープ も 届い た みたい ( * ´ ω ｀ * ) 日曜 は 、 ランド ロック と 、 ツーリング ドーム ST ＋ と 、 ヘキサ タープ の 試し 張り だ ～ ⛺ 大変 そう 😇😇😇 
"
469,"気持ち は めっちゃ 吹き たい ん で ー ー ー ー ー ー ー す ！ ！ ！ ！ ！ ！ ！ ！ ！ 夏 に 6 年 ぶり に ( 頂い た 中古 の 楽器 ) 吹い たら 全然 吹け なく て 悲しく も 笑っ ちゃっ て 🤗 練習 し たい です ね 😫 
"
107,"ちょっと 分かり ます 、 、 舐め てん の ？ 😡 って 思い ませ ん か ？ 😡 
"
380,"どんどん 入院 、 手術 が 迫っ て くる 💦 下調べ しよう と 同じ よう な 手術 し た 方 の 体験 記 を み たら 逆 に 怖く なっ た 😂 手術 怖い よ 〜 💦 
"
19,"バイト先 の おば ちゃん に 貰っ た 新品 の 赤 の チェック の スカート を 今 は いてる 。 ピッタリ だっ た 。 派手 すぎ ず 地味 すぎ ず 😍 みんな 色んな 物 くれる ～ 🎶 ありがとう ござい ます 😭 
"
365,"アマ ギフ 😆 
"
179,"もし 店員 さん が 裸 エプロン を 勧め て き た なら 相当 凄い エプロン と 認定 し ます 😤 笑 
"
971,"お 返事 遅れ まし て すみ ませ ん 🙇 ‍♂ ️💦 フォロー 有難う ござい ます ！ ！ 此方 から も フォロー さ せ て いただき ます ！ ✨✨ これ から どうぞ 宜しく お 願い 致し ます ！ 🥰🥰 ✨ 
"
160,"勝手 に キャラ 作ら れ て も 困る が 😅 お前 は 俺 の 何 な ん だ よ マジ で ！ ！ ※ ごめん なさい 
"
140,"めちゃくちゃ 眠い 😪 ちょっと お 休み し ます 🎶 また 後 で お 会い し ましょ ！ お やすみ なさい ☺ 🌙💤 
"
719,"ジム 行っ てらっしゃい 👋😃 帰っ たら ごはん ？ お 風呂 ？ それ と も 、 、 、 🤣🤣🤣 
"
511,"お ソロ だ よ〜 😢😢 （ 笑 ） オタク 楽しい よ な 、 、 私 も オタク だ から 分かる 、 、 虚無 感 ほんと しんどい 😅😅😅 
"
377,"恐らく 01 line で 一番 素直 で 面白い 人 笑 いつ も 情熱 的 な ツイート み て て 若い って いい な って 思う よ 歳 離れ て て も これ から も 仲良く し て な 😁 
"
649,"ハマん ない 時 は ほんと ハマん ない です ね 😭😭 釣り 納め 〆 の バス 釣り たい です ね ‼ ️ ‼ ️😆👍 
"
637,"こんにちは ✨ 😃 ❗ 逢い たい です 😆💕💞 
"
316,"顔 変わっ て ない 😇 w 
"
226,"使い きり ませ ん 😅 お 見積 条件 で その 金額 通し て 頂き まし た 😁 
"
774,"ありがとう ござい ます 、 女性 の 方 でしょう か ？ 😃 
"
716,"さっ ちゃん こんにちは 👋😃 せっかく 名前 を 教え て もらっ た の に 🌸 また 教え て 下さい ね 🙏 
"
676,"夏空 の 時 は 綺麗 な 虹 🌈 に 会え た ん です が 　 最近 見 て ない 気 が し ます 😱 春 活 まで あと 少し … 頑張り ます 😊 
"
313,"いい っす ね ～ ヽ ( ﾟ ∀ ﾟヽ ) めちゃめちゃ 行き たい 😍 
"
594,"記憶 に 薄い っす よ ね 😅 
"
530,"私 も 気 に なっ てる 💦 幼稚 園 送っ て から 向かう から オープン 間に合わ ない けど 😭 
"
554,"ぎゃー 😱 
"
585,"ありがとう ござい ます 😆💓 1 人 目 と は また 違っ た 謎 が 多 すぎ て 、 動悸 が 止まり ませ ん … 😇💔 
"
164,"これ から 寝る の 😡 
"
173,"モン ブラン めっちゃ 美味しかっ た 〜 😊💓💓💓 
"
560,"わかる ・ ・ ・ ギャップ が すごい 😳 是非 進め て くれ 〜 〜 ！ 
"
17,"そんな の Ｊ さん に 言っ て よ ！ ！ Jr . 歴 も 年 の 差 も が あっ た から 仕方ない こと だ し 。 それ に 今 の セクゾ 知ら ない の か な ？ って 😤 5 人 なら で は の 絆 、 わ ちゃわ ちゃ 微笑ましい の に 。 噛み付き たく なっ た けど 言い たい 奴 に は 言わ せ とけ な の で 、 黙っ て 我 … 
"
383,"こう いう の ホント に 助かり ます 🤣 w ありがとう ござい ます 😋 
"
500,"お めでとう ‼ ️🎉🎊 スポーツ は 野球 以外 分から ない けど 、 きっと 凄い こと な ん だ よ ね 😊 嬉しい なぁ ( * ´ ∀ ｀ * ) やっぱり ビジュ が いい … 💕 ヒノマルソウル 田中 圭 
"
271,"風邪 じゃ なかっ た ー 💦 まさか の 胃腸 炎 って いう 。 どうり で 💩 が 止まら ない わけ だ w 
"
82,"旨い もん ばっかり でしょ 😋 
"
858,"キミ 、 持っ てる ネ 😆 ❓ 💕💕 ← 
"
320,"えっ … 、 お 手隙 の 際 で 構い ませ ん の で 宜しく お 願い 致し ます 😍 
"
604,"ありがとう ござい ます ✨ こちら も フォロー さ せ て いただき ます ね 😊 
"
214,"それ ✨ 掃除 って 大変 だ もん ねぇ 💦 ガジガジ 金網 だ と うるさい けど ね 🤣 ww 
"
200,"もう 流行 語 大賞 の ノミネート ！ ？ 年末 やん ！ ！ 😳 
"
196,"しかも わりと ガッツリ 長文 リプ ！ ！ な ん の こっ ちゃ ！ ！ ！ wwwww Switch で 出来る よう に なっ たら やろ ね みく ちゃん ！ スプラ 熱 も 上がり 気味 😡🔥 
"
1987,"リバティ チケット の ビクティニ 本当 に 中々 捕まり ませ ん よ ね 💦 　 A 、 B ボタン ガチャガチャ し て やっ て まし た ｗ 
"
450,"【 サプライ & amp ; スリーブ 予約 情報 】 ご 予約 の 締切 日 は 、 11 月 8 日 ( 日 ) まで と なり ます 😉😃 今回 は ,「 ヒーリング っ ど ♡ ︎ プリキュア 」 の キャラクター オーバー スリーブ ・ キャラクター スリーブ が 登場 な の ❤ ️ Ｄ タイプ が 個人 的 に は 好き ☺ ️ … 
"
2050,"そう な ん です ね ！ ！ Σ （ ・ □ ・ ； ） なるほど …_ φ ( ･_･ もう ちょい 頑張っ て み ます 💦 … ダメ そう だっ たら その 時 は … 壁 | ・ `) ｺｿｯ 
"
1152,"a - ha の 1 月 30 日 の Dome の 一般 発売 延期 さ れ てる 💦 3 月 の 延期 公演 も 更に 延期 さ れ てる 💦 やっぱ コロナ で ダメ な の か な ？ 去年 の 米津 玄 師 が 無くなっ た ショック から まだ 立ち直れ て ない の に 💦 a 〜 ha aha 
"
770,"gopro 8 で 撮影 し た もの が ほとんど 白とび し て て 、 見え ない 😱 
"
227,"了解 ！ です 👍 北海道 、 ヤバい よ ね … 😫 感染 予防 徹底 し て 気 を つけ ます ‼ ️ 
"
147,"バ 〇 〇 さん 💕 3 時 です ね ～ 休憩 し て 下さい ね 😊 ☕ ️💕 今 J ｰ c 〇 m TV で 始まっ た ア 〇 ジェラ ちゃん が ナビゲーター の ハ 〇 イ の 情報 番組 を 録画 し て た の で 見 て ます 😆💕🌴🌴🌺 マ 〇 ア DNA の お 父 さん と アレ 〇 クス さん も 出 て まし た 😆 … 
"
1330,"おっ … … お 疲れ 様 です 💦 
"
640,"JILL ！ 可愛い です よ ね 、 あの キラキラ で 乙女 な デザイン って 、 大人 に なっ た 今 こそ 欲しく なっ て しまっ たり … 笑 もう 似合わ ない か な 💦 と か 言い つつ 買っ ちゃう ん です よ ね 😍😍 
"
270,"ぬいぐるみ みたい だ よ ね 😆🐨🐨🐨 むちゃくちゃ かわいい ー 😍💕 
"
143,"謎 落書き でき た 。 🍬😈 😈 の デレ 期 ( ? ? ? ) 🍬 「 お 、 どう し た ？ ( 可愛い … 襲い t ( ( ( ) 」 😈 「 … すみ ませ ん 。 少し だけ こう さ せ て ください 。 」 
"
444,"ひゃー ！ 😍💕 めっちゃ イケメン です ね ！ 😳💕💕 アングル も です が 表情 が すごく カッコ よく て 好き です 🥰 
"
168,"食べ たい 💕😋 
"
1392,"橋 と か 坂 は 関係 なかっ た 気 が し ます けど ね 🤔 どう な ん でしょう … 先生 の 立場 から だ と 家 に 行っ て やる の は 難しい です ね 💦 もう 紙 に 事細か に 説明 書い て 渡す と か … ？ 6 歳 児 じゃ 読ま ない か な 😂 あつ 森 の 醍醐 味 半分 くらい 損し てる ぞ おお おお ！ 😭 
"
226,"あ ！ そ ゆこ と です ね ！ 今 シーズン ファーム 公式 戦 ほとんど 出 て ない から か 💦 
"
84,"ありがとう 〜 ！ ！ 😫💖💖💖 
"
282,"すみ ませ ん 😢 あたお か で 、 で も それ なら フォロー 外す なり すれ ば いい と 思う し 匿名 で 質問 箱 に アンチ 送っ て くる 人 あたお か ばっかり 💗 Boxfresh 
"
213,"キモイ 😱 
"
250,"これ わかり ます わ〜 ( ´･ ω ･`) うるさい の なん の って ･･･ 😓 しかも なん か ドヤ 顔 や し ･･･ 😫 
"
459,"これ に 合わせる 料理 は 、 豚肉 の ソテー か な ？ 😋 私 は ノルマンディー 地方 で よく 食べ られ て いる りんご や シードル を 使っ た 生 クリーム の ソース に 絡め た の が すごく 好き 🍎🍏 
"
570,"怖 っ っ 😱 
"
194,"24150 s → 24135 大引け で ぶん投げ ぶん投げ ^ ^ 持ち越さ ない 😈😈 
"
417,"夢遊 病 や ん 完全 に 😱 　 拘束 具 付け て 寝よ か 笑 笑 
"
381,"あっ ‼ ️ ほんと だ ‼ ️😳 確認 する の 忘れ て た 😅 ありがとう 🙏 ✨ 
"
837,"ええ 美味し そう ！ ！ トマト 絶対 合い ます ね ！ ！ 大豆 ミート 、 いつ も キャベツ に かける しか 脳 が なかっ た の で 今度 やっ て み ます 😊 ❤ ️ 
"
54,"人間 難し すぎ ます よ ね〜 ❕ 😢 
"
254,"マカロン う まぁ 😋 体重 3 キロ 増え たぁ ( *^^*) 
"
825,"地下 鉄 乗っ て たら 思っ た ん や けど 小学 生 って こんな マナー 悪かっ た か ？ 😅 
"
14,"今日 って NHK 杯 の 当落 発表 だ よ ね 😫😫😫 
"
2202,"わかり ます … 私 の 子 も 寝 かけ てる とき の ニヤァ だけ です 😂 同じ くらい の 子 達 で ニコニコ し てる 子 見る と 遅い の か 心配 に なり ます よ ね 💦 
"
394,"お しり は すぐ そこ に あり ます 😳 
"
604,"けん けん さん 、 こんにちは ☀ ️ ごめん なさい … 身勝手 な お 願いで 申し訳 ない ん です けど 、 日曜 日 出来 たら 短 距離 に し て 欲しい です … 😢 
"
47,"通知 来 て な よ 、 本当 に 配信 し た ？ ？ 先輩 の 通知 は 、 朝方 ノミ だ けど ねぇ 😊 て か 、 先輩 、 良く やる わ ね 、 事故 ｗｗ 
"
521,"やっと 外 の 空気 が 吸える ぞ もう 少し の 我慢 だ わーい 😆 
"
321,"ハロウィン の 2 週間 後 に 感染 者 が 増え たら シャレ に なら ん よ な … 😱 
"
435,"はい 、 すい ませ ん 描き たい です 💦 
"
919,"オンラインハイタ は 4 口 目 で 当たっ た の に 欲 かい て サイン 応募 し て 撃沈 し た 😇 計 10 口 🤗 
"
1185,"フェアリー 😆 です ね ❗ 🙆 私 も 、 移動 は 、 半径 20 km くらい だけ です 。 海 🌊 と 、 コスモス 🌸 と 、 슈퍼😞 
"
18,"まだ 少し 早い けど 、 カレー 🍛 が 出来 た の で もう 出 ます ！ 🏃💨 旦那 & amp ; 息子 たち よ ！ 温め て 食べる が よい ！ 😤 母 は アギシュ に 行っ て き まー す ！ ！ 😆💕 アキナ 牛 シュタイン 
"
8,"確か に ‼ ️ MC の 方々 に 事態 把握 し てる 貴方 ⁉ ️ って 聞き たい 😤 この まま じゃ 民主 主義 崩壊 し ます よ 🥺 
"
127,"キャス 垢 復活 し た から 今度 は 荒らし に 行き ます 😤 
"
1890,"ごめん ね よ ひら ちゃん ！ 今日 は 遅れ ちゃう か も しれ ない 🥂🍾🎂🐇💦 
"
1324,"魔法 使い なり 〜 💦 
"
401,"やめ て 下さい 😱 
"
501,"釜口 水門 で 折り返し ます 。 今度 一 周 し て みよう 😊 
"
306,"土曜 の 晩 な 😪 
"
1067,"算数 頑張ら ない と 💦 
"
330,"なんて たっ て 無職 だ から のう … 😅 
"
1947,"フォロー 外 の 方 の ツイート たまたま み て て 、 私 は ちゃんと し て た から 完璧 に 見れ た ！ と か … それ わざわざ 言わ なく て よく ない ？ 💦💦 止まっ た 時 の 気持ち … 辛い もん よ ？ 私 も タブー 巡査 の 時 に 一瞬 止まっ て 大声 あげ た から （ 笑 ） 、 結果 翔 さん ソロ は 色んな 意味 で 気 が 気 で なかっ た よ ね 🤣🤣 
"
997,"え い ぷり る さん はじめ まし て 😄 ありがとう ござい ます ❗ 間違い なく 先祖 、 そして 祖父母 、 それ を 継ぐ 気 に なっ た 父 の お陰 です 😆 大切 に し なきゃ です 🌟 
"
1227,"すごい センス ある って 感じ です よ 😆🖤 ビックリ し まし た 〜 
"
68,"ご飯 食べ たら エペ で ラン クマ やろう と 思い ます ( っ ॑꒳ ॑ c ) それ まで 寝 とく ❗ お やすみ 😪💤 
"
312,"あんず 用 に 封 を 開け た カリカリ が 食べ たく て … 鬼 の 居 ぬ 間 ！ ？ ( あんず の 寝 てる 隙間 に ) 摘み食い 🤣 しっかり 反対 側 から 食べる あたり が … コソコソ 感 を 醸し出す 😋 
"
886,"なん か 出 ちゃっ た … 😇 
"
81,"はっ ちくん ありがとう 〜 〜 ！ ！ これ から も よろしく ね 😳 ✨ 
"
240,"お 疲れ 様 です 😆🎵🎵 健康 診断 終わり まし た もの で 帰り まぁ 〰 ️ す ➰ 👋😃 腹 減り 小僧 は どこ へ 行こう か なぁ 〰 ️ ☺ ️ 
"
671,"多分 ハピネス の これ でしょう 😆 
"
490,"素敵 ✨ 🌿 お 店 も 、 チャコ さん も 😊 
"
845,"今日 の 透析 １ kg 徐 水 でし た ね 👍 何時 も より 、 500 g 以上 少ない が 、 帰っ て き たら 、 掌 が 猛烈 に 香水 の 臭い が する 😱 はて 😅 誰 の 臭い か な ？ 全く 見当 が つか ない 😵 洗っ て も 落ち ない って 、 ドン だけ 付け てる ん じゃ 😭 
"
374,"( o ^ o ^) o ｳﾝｳﾝ ♪ ルパン 💩 なんて 無かっ た よ ／^ p ^＼ 藤 商事 😭👏🏻 ✨(’ ω ’ ) ｻｲｺｳｶﾖｫｫｫｫｫｫｫ 
"
406,"テンペスト 再 放送 ありがとう ござい ます 。 ちょこちょこ 時間 を 見つけ て は 観 て ます 。 （ 特に 女官 に 注目 し つつ 😁 ） 好き だっ た から 結構 覚え て いる けど 西郷 どん を 経 て から 観る と また 一味 違う 。 第 6 話 で 流刑 に なっ て から は ググッ と 面白く なり 涙 涙 。 … 
"
15,"こんな こと さ れ たら 🤣 連れ て 帰っ ちゃい ます よ 😁💖 に 、 し て も 仕草 が 可愛 すぎ 🎶 
"
225,"あれ ま 😝 で も みんな 最初 は そう 言う みたい です よ w 
"
112,"学校 で 新 一 年 に 学校 案内 する 係 やっ た の で たくさん 歩け まし た 😋 普段 は 全然 歩か ない 星 人 … 
"
813,"初 、 家族 旅行 で 箱根 へ 。 お 昼寝 時間 に 合わせ て 移動 する スケジュール だっ た の に 、 バッチリ 起き てる 。 。 一 駅 だけ 新 幹線 乗っ て 、 登山 鉄道 の 揺れ と 車窓 を 楽しん で いる ご 様子 。 お 昼寝 し なく て 大丈夫 ! ? 😅 
"
558,"お でこ に 惚れる なぁ ぁ ぁ 笑 笑 😆 私 の 横 空い てる よ 😌💜 
"
203,"ママ さん 、 アトリエ 風音 さん 見 て き まし た 😍 ✨ 可愛いかっ た 💕 ひめ ちゃん 、 心 愛 ちゃん の イメージ に ピッタリ 🥰 出来上がっ たら ぜひ 、 見せ て ね 😆💕 
"
47,"来週 、 ミッドナイト スワン を 観 に いこう か な 😅 
"
758,"これ が 😅 こう なっ て き まし た 😄 
"
242,"嵐 担 が 絶対 に 行き たい と いう の で 、 早朝 の 整理 券 列 に 並び やすい 所 に 宿 を とっ た よ 。 後ろ に 並ん で た 地元 の 人 は 3 回 目 に し て 初めて 整理 券 が 取れ た らしい よ 😱 
"
308,"消えろ 😡 
"
543,"私 も 、 めっちゃ こぼす 🙀 ‼ ︎ ‼ ︎ ‼ ︎ 服 汚れる と 自分 に 腹立つ よ ね 🥺💔 M 〜 😭😭😭 悲しい 😢😢 黒糖 ラテ めっちゃ 好き 🤤🤤 ♥ ️ 
"
81,"原 神 の 世界 ランク 4 に する 前 に 純水 精霊 なるべく 倒し て おく 😤 アレ が 一番 厄介 ！ 
"
965,"ありがとう ござい ます 😆 ぱ ちょ さん と 違っ て ちゃんと 服 き てる ん で 大丈夫 です ☺ ️ 
"
213,"わーん 、 ありがとう ござい ます … ！ ！ 😭🙏 ✨✨ 毎回 カラー 大変 な の で モノクロ で 描こう って 思う けど 、 カラー の 方 が 絶対 見 やすい だろう な って 結局 カラー に なっ ちゃい ます ( 笑 ) 背景 し に すぎ まし た 😅 この 2 人 旅 も 一体 いつ まで 続く の か … 🤔 
"
424,"みんな 燈 舞 の 事大 好き すぎ て 困っ て ます 😫 
"
